run,workload_type,timestamp_ns,runtime_ns,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,minor_page_faults,major_page_faults,start_cpu,end_cpu,time_microseconds
404,fork,25578370066186,74467,0,0,0,0,-1,-1,74.47
405,fork,25578370143360,74555,0,0,0,0,-1,-1,74.56
406,fork,25578370220525,73261,0,0,0,0,-1,-1,73.26
407,fork,25578370324731,93565,0,0,0,0,-1,-1,93.56
408,fork,25578370420404,77251,0,0,0,0,-1,-1,77.25
409,fork,25578370500014,81275,0,0,0,0,-1,-1,81.28
410,fork,25578370583434,79333,0,0,0,0,-1,-1,79.33
411,fork,25578370664712,89869,0,0,0,0,-1,-1,89.87
412,fork,25578370756652,74836,0,0,0,0,-1,-1,74.84
413,fork,25578370833520,75796,0,0,0,0,-1,-1,75.80
414,fork,25578370911468,76140,0,0,0,0,-1,-1,76.14
415,fork,25578370989844,100068,0,0,0,0,-1,-1,100.07
416,fork,25578371092033,65346,0,0,0,0,-1,-1,65.35
417,fork,25578371158662,63564,0,0,0,0,-1,-1,63.56
418,fork,25578371223518,62708,0,0,0,0,-1,-1,62.71
419,fork,25578371287529,67898,0,0,0,0,-1,-1,67.90
420,fork,25578371356786,62892,0,0,0,0,-1,-1,62.89
421,fork,25578371420975,61112,0,0,0,0,-1,-1,61.11
422,fork,25578371483514,63936,0,0,0,0,-1,-1,63.94
423,fork,25578371548693,61516,0,0,0,0,-1,-1,61.52
424,fork,25578371611727,60500,0,0,0,0,-1,-1,60.50
425,fork,25578371673585,60305,0,0,0,0,-1,-1,60.30
426,fork,25578371735278,60867,0,0,0,0,-1,-1,60.87
427,fork,25578371797538,60907,0,0,0,0,-1,-1,60.91
428,fork,25578371859721,60682,0,0,0,0,-1,-1,60.68
429,fork,25578371921656,65808,0,0,0,0,-1,-1,65.81
430,fork,25578371988876,77886,0,0,0,0,-1,-1,77.89
431,fork,25578372068065,63183,0,0,0,0,-1,-1,63.18
432,fork,25578372132530,62021,0,0,0,0,-1,-1,62.02
433,fork,25578372195859,59794,0,0,0,0,-1,-1,59.79
434,fork,25578372256988,60068,0,0,0,0,-1,-1,60.07
435,fork,25578372318375,65549,0,0,0,0,-1,-1,65.55
436,fork,25578372385429,62090,0,0,0,0,-1,-1,62.09
437,fork,25578372448808,59013,0,0,0,0,-1,-1,59.01
438,fork,25578372509119,60038,0,0,0,0,-1,-1,60.04
439,fork,25578372570413,60927,0,0,0,0,-1,-1,60.93
440,fork,25578372632622,62935,0,0,0,0,-1,-1,62.94
441,fork,25578372696863,66651,0,0,0,0,-1,-1,66.65
442,fork,25578372765260,60767,0,0,0,0,-1,-1,60.77
443,fork,25578372827316,60416,0,0,0,0,-1,-1,60.42
444,fork,25578372889142,62910,0,0,0,0,-1,-1,62.91
445,fork,25578372953326,66511,0,0,0,0,-1,-1,66.51
446,fork,25578373021142,60379,0,0,0,0,-1,-1,60.38
447,fork,25578373082804,84339,0,0,0,0,-1,-1,84.34
448,fork,25578373168820,73675,0,0,0,0,-1,-1,73.67
449,fork,25578373243835,62392,0,0,0,0,-1,-1,62.39
450,fork,25578373307635,59980,0,0,0,0,-1,-1,59.98
451,fork,25578373369089,66105,0,0,0,0,-1,-1,66.11
452,fork,25578373436496,61866,0,0,0,0,-1,-1,61.87
453,fork,25578373499803,63418,0,0,0,0,-1,-1,63.42
454,fork,25578373564512,59409,0,0,0,0,-1,-1,59.41
455,fork,25578373625187,60801,0,0,0,0,-1,-1,60.80
456,fork,25578373687382,67892,0,0,0,0,-1,-1,67.89
457,fork,25578373756931,63153,0,0,0,0,-1,-1,63.15
458,fork,25578373821363,63146,0,0,0,0,-1,-1,63.15
459,fork,25578373885950,69966,0,0,0,0,-1,-1,69.97
460,fork,25578373957416,72884,0,0,0,0,-1,-1,72.88
461,fork,25578374031562,65740,0,0,0,0,-1,-1,65.74
462,fork,25578374098722,64912,0,0,0,0,-1,-1,64.91
463,fork,25578374165043,63752,0,0,0,0,-1,-1,63.75
464,fork,25578374230166,76144,0,0,0,0,-1,-1,76.14
465,fork,25578374307607,61898,0,0,0,0,-1,-1,61.90
466,fork,25578374371292,63660,0,0,0,0,-1,-1,63.66
467,fork,25578374436801,64078,0,0,0,0,-1,-1,64.08
468,fork,25578374502657,62384,0,0,0,0,-1,-1,62.38
469,fork,25578374566863,63426,0,0,0,0,-1,-1,63.43
470,fork,25578374631964,61923,0,0,0,0,-1,-1,61.92
471,fork,25578374695703,75400,0,0,0,0,-1,-1,75.40
472,fork,25578374773096,63522,0,0,0,0,-1,-1,63.52
473,fork,25578374838504,67173,0,0,0,0,-1,-1,67.17
474,fork,25578374907556,61897,0,0,0,0,-1,-1,61.90
475,fork,25578374971282,64698,0,0,0,0,-1,-1,64.70
476,fork,25578375037662,63678,0,0,0,0,-1,-1,63.68
477,fork,25578375103239,59285,0,0,0,0,-1,-1,59.28
478,fork,25578375164222,64481,0,0,0,0,-1,-1,64.48
479,fork,25578375230416,66148,0,0,0,0,-1,-1,66.15
480,fork,25578375298303,62602,0,0,0,0,-1,-1,62.60
481,fork,25578375362611,76024,0,0,0,0,-1,-1,76.02
482,fork,25578375440652,64845,0,0,0,0,-1,-1,64.84
483,fork,25578375507415,66416,0,0,0,0,-1,-1,66.42
484,fork,25578375575632,66962,0,0,0,0,-1,-1,66.96
485,fork,25578375644649,68931,0,0,0,0,-1,-1,68.93
486,fork,25578375715357,87022,0,0,0,0,-1,-1,87.02
487,fork,25578375804321,66649,0,0,0,0,-1,-1,66.65
488,fork,25578375872662,63200,0,0,0,0,-1,-1,63.20
489,fork,25578375954295,67057,0,0,0,0,-1,-1,67.06
490,fork,25578376022630,75619,0,0,0,0,-1,-1,75.62
491,fork,25578376099780,61987,0,0,0,0,-1,-1,61.99
492,fork,25578376163280,78152,0,0,0,0,-1,-1,78.15
493,fork,25578376242912,64314,0,0,0,0,-1,-1,64.31
494,fork,25578376308634,61547,0,0,0,0,-1,-1,61.55
495,fork,25578376371456,60957,0,0,0,0,-1,-1,60.96
496,fork,25578376433675,63651,0,0,0,0,-1,-1,63.65
497,fork,25578376498813,63389,0,0,0,0,-1,-1,63.39
498,fork,25578376563469,63769,0,0,0,0,-1,-1,63.77
499,fork,25578376628632,64071,0,0,0,0,-1,-1,64.07
500,fork,25578376693995,61899,0,0,0,0,-1,-1,61.90
501,fork,25578376757409,64304,0,0,0,0,-1,-1,64.30
502,fork,25578376822999,64253,0,0,0,0,-1,-1,64.25
503,fork,25578376888614,62772,0,0,0,0,-1,-1,62.77
504,fork,25578376952753,79810,0,0,0,0,-1,-1,79.81
505,fork,25578377033898,75469,0,0,0,0,-1,-1,75.47
506,fork,25578377110587,75769,0,0,0,0,-1,-1,75.77
507,fork,25578377187681,64618,0,0,0,0,-1,-1,64.62
508,fork,25578377253735,65349,0,0,0,0,-1,-1,65.35
509,fork,25578377320465,62081,0,0,0,0,-1,-1,62.08
510,fork,25578377383900,61757,0,0,0,0,-1,-1,61.76
511,fork,25578377447032,67032,0,0,0,0,-1,-1,67.03
512,fork,25578377515361,62814,0,0,0,0,-1,-1,62.81
513,fork,25578377579595,61070,0,0,0,0,-1,-1,61.07
514,fork,25578377642066,63719,0,0,0,0,-1,-1,63.72
515,fork,25578377707082,62761,0,0,0,0,-1,-1,62.76
516,fork,25578377771557,120940,0,0,0,0,-1,-1,120.94
517,fork,25578377894007,67344,0,0,0,0,-1,-1,67.34
518,fork,25578377962889,785747,0,0,0,0,-1,-1,785.75
519,fork,25578378750838,67104,0,0,0,0,-1,-1,67.10
520,fork,25578378819223,65892,0,0,0,0,-1,-1,65.89
521,fork,25578378886357,63462,0,0,0,0,-1,-1,63.46
522,fork,25578378951185,66693,0,0,0,0,-1,-1,66.69
523,fork,25578379019420,77893,0,0,0,0,-1,-1,77.89
524,fork,25578379098743,57755,0,0,0,0,-1,-1,57.76
525,fork,25578379160491,112665,0,0,0,0,-1,-1,112.67
526,fork,25578379275638,82876,0,0,0,0,-1,-1,82.88
527,fork,25578379360546,81883,0,0,0,0,-1,-1,81.88
528,fork,25578379444451,74806,0,0,0,0,-1,-1,74.81
529,fork,25578379521346,75629,0,0,0,0,-1,-1,75.63
530,fork,25578379598991,74521,0,0,0,0,-1,-1,74.52
531,fork,25578379675567,78330,0,0,0,0,-1,-1,78.33
532,fork,25578379755920,76232,0,0,0,0,-1,-1,76.23
533,fork,25578379834189,74209,0,0,0,0,-1,-1,74.21
534,fork,25578379910472,71752,0,0,0,0,-1,-1,71.75
535,fork,25578379984249,83555,0,0,0,0,-1,-1,83.56
536,fork,25578380070029,84427,0,0,0,0,-1,-1,84.43
537,fork,25578380156424,84034,0,0,0,0,-1,-1,84.03
538,fork,25578380242484,80490,0,0,0,0,-1,-1,80.49
539,fork,25578380325058,76998,0,0,0,0,-1,-1,77.00
540,fork,25578380404123,74858,0,0,0,0,-1,-1,74.86
541,fork,25578380481012,76018,0,0,0,0,-1,-1,76.02
542,fork,25578380559026,73801,0,0,0,0,-1,-1,73.80
543,fork,25578380634874,81456,0,0,0,0,-1,-1,81.46
544,fork,25578380718423,74826,0,0,0,0,-1,-1,74.83
545,fork,25578380795265,74009,0,0,0,0,-1,-1,74.01
546,fork,25578380871323,93320,0,0,0,0,-1,-1,93.32
547,fork,25578380967247,80857,0,0,0,0,-1,-1,80.86
548,fork,25578381050891,75767,0,0,0,0,-1,-1,75.77
549,fork,25578381129277,77758,0,0,0,0,-1,-1,77.76
550,fork,25578381209630,74299,0,0,0,0,-1,-1,74.30
551,fork,25578381286535,77201,0,0,0,0,-1,-1,77.20
552,fork,25578381366329,74156,0,0,0,0,-1,-1,74.16
553,fork,25578381443212,75128,0,0,0,0,-1,-1,75.13
554,fork,25578381520950,77125,0,0,0,0,-1,-1,77.12
555,fork,25578381600706,78038,0,0,0,0,-1,-1,78.04
556,fork,25578381681456,75719,0,0,0,0,-1,-1,75.72
557,fork,25578381759710,75221,0,0,0,0,-1,-1,75.22
558,fork,25578381837584,73756,0,0,0,0,-1,-1,73.76
559,fork,25578381913976,74531,0,0,0,0,-1,-1,74.53
560,fork,25578381991130,77088,0,0,0,0,-1,-1,77.09
561,fork,25578382070858,120478,0,0,0,0,-1,-1,120.48
562,fork,25578382194141,79016,0,0,0,0,-1,-1,79.02
563,fork,25578382275755,73880,0,0,0,0,-1,-1,73.88
564,fork,25578382352170,73116,0,0,0,0,-1,-1,73.12
565,fork,25578382427948,77231,0,0,0,0,-1,-1,77.23
566,fork,25578382507770,72368,0,0,0,0,-1,-1,72.37
567,fork,25578382582714,76038,0,0,0,0,-1,-1,76.04
568,fork,25578382661285,73167,0,0,0,0,-1,-1,73.17
569,fork,25578382737038,72303,0,0,0,0,-1,-1,72.30
570,fork,25578382831070,89440,0,0,0,0,-1,-1,89.44
571,fork,25578382922922,142438,0,0,0,0,-1,-1,142.44
572,fork,25578383068119,88981,0,0,0,0,-1,-1,88.98
573,fork,25578383159189,75657,0,0,0,0,-1,-1,75.66
574,fork,25578383236851,74494,0,0,0,0,-1,-1,74.49
575,fork,25578383313358,75084,0,0,0,0,-1,-1,75.08
576,fork,25578383390594,73393,0,0,0,0,-1,-1,73.39
577,fork,25578383465961,74460,0,0,0,0,-1,-1,74.46
578,fork,25578383542466,79927,0,0,0,0,-1,-1,79.93
579,fork,25578383624396,73176,0,0,0,0,-1,-1,73.18
580,fork,25578383699563,73869,0,0,0,0,-1,-1,73.87
581,fork,25578383775467,74278,0,0,0,0,-1,-1,74.28
582,fork,25578383851750,74869,0,0,0,0,-1,-1,74.87
583,fork,25578383928665,84308,0,0,0,0,-1,-1,84.31
584,fork,25578384015274,88388,0,0,0,0,-1,-1,88.39
585,fork,25578384105850,77103,0,0,0,0,-1,-1,77.10
586,fork,25578384185210,79826,0,0,0,0,-1,-1,79.83
587,fork,25578384267260,76103,0,0,0,0,-1,-1,76.10
588,fork,25578384345671,74024,0,0,0,0,-1,-1,74.02
589,fork,25578384421948,78727,0,0,0,0,-1,-1,78.73
590,fork,25578384503021,80669,0,0,0,0,-1,-1,80.67
591,fork,25578384585882,76541,0,0,0,0,-1,-1,76.54
592,fork,25578384664643,75605,0,0,0,0,-1,-1,75.61
593,fork,25578384742438,77815,0,0,0,0,-1,-1,77.81
594,fork,25578384822376,74076,0,0,0,0,-1,-1,74.08
595,fork,25578384898576,78762,0,0,0,0,-1,-1,78.76
596,fork,25578384979487,92162,0,0,0,0,-1,-1,92.16
597,fork,25578385073985,75510,0,0,0,0,-1,-1,75.51
598,fork,25578385151789,104546,0,0,0,0,-1,-1,104.55
599,fork,25578385258541,74780,0,0,0,0,-1,-1,74.78
600,fork,25578385335333,74604,0,0,0,0,-1,-1,74.60
601,fork,25578385412125,75008,0,0,0,0,-1,-1,75.01
602,fork,25578385489194,79739,0,0,0,0,-1,-1,79.74
603,fork,25578385571251,72272,0,0,0,0,-1,-1,72.27
604,fork,25578385645631,74976,0,0,0,0,-1,-1,74.98
605,fork,25578385722733,75120,0,0,0,0,-1,-1,75.12
606,fork,25578385799933,75346,0,0,0,0,-1,-1,75.35
607,fork,25578385877306,73680,0,0,0,0,-1,-1,73.68
608,fork,25578385953018,93692,0,0,0,0,-1,-1,93.69
609,fork,25578386049008,80913,0,0,0,0,-1,-1,80.91
610,fork,25578386132195,74823,0,0,0,0,-1,-1,74.82
611,fork,25578386209016,77233,0,0,0,0,-1,-1,77.23
612,fork,25578386288292,85215,0,0,0,0,-1,-1,85.22
613,fork,25578386375816,73850,0,0,0,0,-1,-1,73.85
614,fork,25578386451705,78891,0,0,0,0,-1,-1,78.89
615,fork,25578386532761,73124,0,0,0,0,-1,-1,73.12
616,fork,25578386607912,76794,0,0,0,0,-1,-1,76.79
617,fork,25578386686715,89994,0,0,0,0,-1,-1,89.99
618,fork,25578386779071,78282,0,0,0,0,-1,-1,78.28
619,fork,25578386859347,73768,0,0,0,0,-1,-1,73.77
620,fork,25578386935258,97743,0,0,0,0,-1,-1,97.74
621,fork,25578387035212,83385,0,0,0,0,-1,-1,83.39
622,fork,25578387120654,73801,0,0,0,0,-1,-1,73.80
623,fork,25578387196487,74565,0,0,0,0,-1,-1,74.56
624,fork,25578387273449,76390,0,0,0,0,-1,-1,76.39
625,fork,25578387351853,74717,0,0,0,0,-1,-1,74.72
626,fork,25578387428904,79037,0,0,0,0,-1,-1,79.04
627,fork,25578387510091,106429,0,0,0,0,-1,-1,106.43
628,fork,25578387618797,72177,0,0,0,0,-1,-1,72.18
629,fork,25578387693643,79749,0,0,0,0,-1,-1,79.75
630,fork,25578387776156,76312,0,0,0,0,-1,-1,76.31
631,fork,25578387855085,73198,0,0,0,0,-1,-1,73.20
632,fork,25578387930943,420013,0,0,0,0,-1,-1,420.01
633,fork,25578388354406,83286,0,0,0,0,-1,-1,83.29
634,fork,25578388440274,76902,0,0,0,0,-1,-1,76.90
635,fork,25578388520019,78084,0,0,0,0,-1,-1,78.08
636,fork,25578388600683,77171,0,0,0,0,-1,-1,77.17
637,fork,25578388680406,74661,0,0,0,0,-1,-1,74.66
638,fork,25578388757640,76421,0,0,0,0,-1,-1,76.42
639,fork,25578388836811,75267,0,0,0,0,-1,-1,75.27
640,fork,25578388914680,77356,0,0,0,0,-1,-1,77.36
641,fork,25578388994612,129350,0,0,0,0,-1,-1,129.35
642,fork,25578389126454,62336,0,0,0,0,-1,-1,62.34
643,fork,25578389192003,61937,0,0,0,0,-1,-1,61.94
644,fork,25578389255772,56948,0,0,0,0,-1,-1,56.95
645,fork,25578389314458,80697,0,0,0,0,-1,-1,80.70
646,fork,25578389396884,61247,0,0,0,0,-1,-1,61.25
647,fork,25578389459842,59764,0,0,0,0,-1,-1,59.76
648,fork,25578389521307,58817,0,0,0,0,-1,-1,58.82
649,fork,25578389581841,66074,0,0,0,0,-1,-1,66.07
650,fork,25578389649761,59402,0,0,0,0,-1,-1,59.40
651,fork,25578389710818,63037,0,0,0,0,-1,-1,63.04
652,fork,25578389786188,74322,0,0,0,0,-1,-1,74.32
653,fork,25578389861769,68908,0,0,0,0,-1,-1,68.91
654,fork,25578389931919,62665,0,0,0,0,-1,-1,62.66
655,fork,25578389995849,89745,0,0,0,0,-1,-1,89.75
656,fork,25578390087307,64739,0,0,0,0,-1,-1,64.74
657,fork,25578390153438,59105,0,0,0,0,-1,-1,59.10
658,fork,25578390214017,55570,0,0,0,0,-1,-1,55.57
659,fork,25578390270973,63139,0,0,0,0,-1,-1,63.14
660,fork,25578390335368,67397,0,0,0,0,-1,-1,67.40
661,fork,25578390404043,62193,0,0,0,0,-1,-1,62.19
662,fork,25578390467475,63242,0,0,0,0,-1,-1,63.24
663,fork,25578390531938,61295,0,0,0,0,-1,-1,61.30
664,fork,25578390594518,61992,0,0,0,0,-1,-1,61.99
665,fork,25578390657760,67036,0,0,0,0,-1,-1,67.04
666,fork,25578390726071,62220,0,0,0,0,-1,-1,62.22
667,fork,25578390789524,64615,0,0,0,0,-1,-1,64.61
668,fork,25578390855401,63974,0,0,0,0,-1,-1,63.97
669,fork,25578390920626,70340,0,0,0,0,-1,-1,70.34
670,fork,25578390992252,79602,0,0,0,0,-1,-1,79.60
671,fork,25578391073075,66370,0,0,0,0,-1,-1,66.37
672,fork,25578391140692,61725,0,0,0,0,-1,-1,61.73
673,fork,25578391203704,60898,0,0,0,0,-1,-1,60.90
674,fork,25578391265877,61961,0,0,0,0,-1,-1,61.96
675,fork,25578391329108,65235,0,0,0,0,-1,-1,65.23
676,fork,25578391395608,61815,0,0,0,0,-1,-1,61.81
677,fork,25578391458712,64185,0,0,0,0,-1,-1,64.19
678,fork,25578391524202,62633,0,0,0,0,-1,-1,62.63
679,fork,25578391588138,61665,0,0,0,0,-1,-1,61.66
680,fork,25578391651042,59707,0,0,0,0,-1,-1,59.71
681,fork,25578391712038,63792,0,0,0,0,-1,-1,63.79
682,fork,25578391777122,60939,0,0,0,0,-1,-1,60.94
683,fork,25578391839261,65303,0,0,0,0,-1,-1,65.30
684,fork,25578391905837,59531,0,0,0,0,-1,-1,59.53
685,fork,25578391966622,78578,0,0,0,0,-1,-1,78.58
686,fork,25578392046564,72407,0,0,0,0,-1,-1,72.41
687,fork,25578392120399,62879,0,0,0,0,-1,-1,62.88
688,fork,25578392184550,59582,0,0,0,0,-1,-1,59.58
689,fork,25578392245398,65385,0,0,0,0,-1,-1,65.39
690,fork,25578392312025,60642,0,0,0,0,-1,-1,60.64
691,fork,25578392373939,62048,0,0,0,0,-1,-1,62.05
692,fork,25578392437264,59094,0,0,0,0,-1,-1,59.09
693,fork,25578392497607,60149,0,0,0,0,-1,-1,60.15
694,fork,25578392559014,61538,0,0,0,0,-1,-1,61.54
695,fork,25578392621835,63824,0,0,0,0,-1,-1,63.82
696,fork,25578392686889,59626,0,0,0,0,-1,-1,59.63
697,fork,25578392747782,61417,0,0,0,0,-1,-1,61.42
698,fork,25578392810463,64177,0,0,0,0,-1,-1,64.18
699,fork,25578392875889,62250,0,0,0,0,-1,-1,62.25
700,fork,25578392939459,59854,0,0,0,0,-1,-1,59.85
701,fork,25578393004509,72431,0,0,0,0,-1,-1,72.43
702,fork,25578393078488,59163,0,0,0,0,-1,-1,59.16
703,fork,25578393139036,62144,0,0,0,0,-1,-1,62.14
704,fork,25578393202522,70541,0,0,0,0,-1,-1,70.54
705,fork,25578393274350,62910,0,0,0,0,-1,-1,62.91
706,fork,25578393338654,60360,0,0,0,0,-1,-1,60.36
707,fork,25578393400266,63669,0,0,0,0,-1,-1,63.67
708,fork,25578393465182,71032,0,0,0,0,-1,-1,71.03
709,fork,25578393537724,69280,0,0,0,0,-1,-1,69.28
710,fork,25578393608457,65474,0,0,0,0,-1,-1,65.47
711,fork,25578393675752,68858,0,0,0,0,-1,-1,68.86
712,fork,25578393746288,67566,0,0,0,0,-1,-1,67.57
713,fork,25578393815652,61729,0,0,0,0,-1,-1,61.73
714,fork,25578393879198,64378,0,0,0,0,-1,-1,64.38
715,fork,25578393945319,65931,0,0,0,0,-1,-1,65.93
716,fork,25578394012981,87555,0,0,0,0,-1,-1,87.56
717,fork,25578394102489,68259,0,0,0,0,-1,-1,68.26
718,fork,25578394172513,65869,0,0,0,0,-1,-1,65.87
719,fork,25578394240212,65461,0,0,0,0,-1,-1,65.46
720,fork,25578394307448,60558,0,0,0,0,-1,-1,60.56
721,fork,25578394369889,62527,0,0,0,0,-1,-1,62.53
722,fork,25578394434257,60363,0,0,0,0,-1,-1,60.36
723,fork,25578394496317,65388,0,0,0,0,-1,-1,65.39
724,fork,25578394563596,62923,0,0,0,0,-1,-1,62.92
725,fork,25578394628317,59494,0,0,0,0,-1,-1,59.49
726,fork,25578394689523,59372,0,0,0,0,-1,-1,59.37
727,fork,25578394750672,60010,0,0,0,0,-1,-1,60.01
728,fork,25578394812550,61128,0,0,0,0,-1,-1,61.13
729,fork,25578394875523,60757,0,0,0,0,-1,-1,60.76
730,fork,25578394938021,100618,0,0,0,0,-1,-1,100.62
731,fork,25578395040901,58566,0,0,0,0,-1,-1,58.57
732,fork,25578395101692,62293,0,0,0,0,-1,-1,62.29
733,fork,25578395165828,55652,0,0,0,0,-1,-1,55.65
734,fork,25578395238086,63331,0,0,0,0,-1,-1,63.33
735,fork,25578395302745,66391,0,0,0,0,-1,-1,66.39
736,fork,25578395370926,61363,0,0,0,0,-1,-1,61.36
737,fork,25578395433792,60890,0,0,0,0,-1,-1,60.89
738,fork,25578395496061,67607,0,0,0,0,-1,-1,67.61
739,fork,25578395565060,65929,0,0,0,0,-1,-1,65.93
740,fork,25578395632277,61767,0,0,0,0,-1,-1,61.77
741,fork,25578395695307,63913,0,0,0,0,-1,-1,63.91
742,fork,25578395760609,62393,0,0,0,0,-1,-1,62.39
743,fork,25578395824521,60147,0,0,0,0,-1,-1,60.15
744,fork,25578395886053,62841,0,0,0,0,-1,-1,62.84
745,fork,25578395950526,67077,0,0,0,0,-1,-1,67.08
746,fork,25578396018954,60529,0,0,0,0,-1,-1,60.53
747,fork,25578396080935,64101,0,0,0,0,-1,-1,64.10
748,fork,25578396146361,62906,0,0,0,0,-1,-1,62.91
749,fork,25578396210703,58527,0,0,0,0,-1,-1,58.53
750,fork,25578396270593,62310,0,0,0,0,-1,-1,62.31
751,fork,25578396334461,61748,0,0,0,0,-1,-1,61.75
752,fork,25578396397562,62955,0,0,0,0,-1,-1,62.95
753,fork,25578396461782,62889,0,0,0,0,-1,-1,62.89
754,fork,25578396526226,57333,0,0,0,0,-1,-1,57.33
755,fork,25578396584837,60121,0,0,0,0,-1,-1,60.12
756,fork,25578396646269,62024,0,0,0,0,-1,-1,62.02
757,fork,25578396709670,61224,0,0,0,0,-1,-1,61.22
758,fork,25578396772187,61165,0,0,0,0,-1,-1,61.16
759,fork,25578396834665,69102,0,0,0,0,-1,-1,69.10
760,fork,25578396905100,57989,0,0,0,0,-1,-1,57.99
761,fork,25578396964351,61320,0,0,0,0,-1,-1,61.32
762,fork,25578397026943,62177,0,0,0,0,-1,-1,62.18
763,fork,25578397090383,61143,0,0,0,0,-1,-1,61.14
764,fork,25578397152936,57520,0,0,0,0,-1,-1,57.52
765,fork,25578397211729,61534,0,0,0,0,-1,-1,61.53
766,fork,25578397274881,60067,0,0,0,0,-1,-1,60.07
767,fork,25578397336223,61082,0,0,0,0,-1,-1,61.08
768,fork,25578397398732,61221,0,0,0,0,-1,-1,61.22
769,fork,25578397461215,63929,0,0,0,0,-1,-1,63.93
770,fork,25578397526469,58889,0,0,0,0,-1,-1,58.89
771,fork,25578397586731,60768,0,0,0,0,-1,-1,60.77
772,fork,25578397648777,59665,0,0,0,0,-1,-1,59.66
773,fork,25578397709778,61723,0,0,0,0,-1,-1,61.72
774,fork,25578397772795,75713,0,0,0,0,-1,-1,75.71
775,fork,25578397849900,57801,0,0,0,0,-1,-1,57.80
776,fork,25578397909022,63497,0,0,0,0,-1,-1,63.50
777,fork,25578397973806,69292,0,0,0,0,-1,-1,69.29
778,fork,25578398044851,71554,0,0,0,0,-1,-1,71.55
779,fork,25578398118369,62559,0,0,0,0,-1,-1,62.56
780,fork,25578398182189,59603,0,0,0,0,-1,-1,59.60
781,fork,25578398243066,58607,0,0,0,0,-1,-1,58.61
782,fork,25578398302988,59381,0,0,0,0,-1,-1,59.38
783,fork,25578398363671,62021,0,0,0,0,-1,-1,62.02
784,fork,25578398427109,59314,0,0,0,0,-1,-1,59.31
785,fork,25578398487835,59618,0,0,0,0,-1,-1,59.62
786,fork,25578398548813,59808,0,0,0,0,-1,-1,59.81
787,fork,25578398609874,60551,0,0,0,0,-1,-1,60.55
788,fork,25578398671708,58830,0,0,0,0,-1,-1,58.83
789,fork,25578398731794,61874,0,0,0,0,-1,-1,61.87
790,fork,25578398795062,62984,0,0,0,0,-1,-1,62.98
791,fork,25578398859407,61096,0,0,0,0,-1,-1,61.10
792,fork,25578398921813,59262,0,0,0,0,-1,-1,59.26
793,fork,25578398982830,67695,0,0,0,0,-1,-1,67.69
794,fork,25578399052433,61409,0,0,0,0,-1,-1,61.41
795,fork,25578399115636,63383,0,0,0,0,-1,-1,63.38
796,fork,25578399180832,64222,0,0,0,0,-1,-1,64.22
797,fork,25578399247055,60365,0,0,0,0,-1,-1,60.37
798,fork,25578399309213,61958,0,0,0,0,-1,-1,61.96
799,fork,25578399373115,60406,0,0,0,0,-1,-1,60.41
800,fork,25578399435357,60500,0,0,0,0,-1,-1,60.50
801,fork,25578399497773,68171,0,0,0,0,-1,-1,68.17
802,fork,25578399567890,61045,0,0,0,0,-1,-1,61.05
803,fork,25578399630877,63658,0,0,0,0,-1,-1,63.66
804,fork,25578399696269,99292,0,0,0,0,-1,-1,99.29
805,fork,25578399797341,60321,0,0,0,0,-1,-1,60.32
806,fork,25578399859389,61009,0,0,0,0,-1,-1,61.01
807,fork,25578399922146,64844,0,0,0,0,-1,-1,64.84
808,fork,25578399988709,62627,0,0,0,0,-1,-1,62.63
809,fork,25578400053204,62084,0,0,0,0,-1,-1,62.08
810,fork,25578400116965,60396,0,0,0,0,-1,-1,60.40
